,State,TotalPop,Hispanic,White,Black,Native,Asian,Pacific,Income,GenderPop,M,F
37,New Mexico,2084117,45.28293172690761,40.697991967871474,1.7550200803212852,9.248594377510043,1.2343373493975902,0.04277108433734938,47329.96787148595,1032414M_1051703F,1032414,1051703.0
38,New York,19673174,17.241424747786688,56.47010500308829,15.668046119003515,0.3216388717315212,7.897158739962935,0.023450689726168417,64290.74911292006,9541801M_10131373F,9541801,10131373.0
39,North Carolina,9845333,8.464762782128062,64.5976508521419,21.395117457392896,1.0854905573468434,2.317457392906495,0.05232611699677568,49937.46413697362,4795408M_5049925F,4795408,5049925.0
40,North Dakota,721640,2.8326829268292673,87.44829268292682,1.2843902439024395,5.6512195121951185,0.9619512195121944,0.0,58188.112195121954,367963M_353677F,367963,353677.0
41,Ohio,11575977,3.672084325059504,75.90306018361096,16.207276436586163,0.16888813328799712,1.6210812648758952,0.022645358721523304,49655.24846625767,5662893M_5913084F,5662893,5913084.0
43,Oklahoma,3849733,10.0799043062201,66.05942583732046,8.314736842105255,6.716842105263157,1.8011483253588516,0.10622009569377984,48100.85426653883,1906944M_1942789F,1906944,1942789.0
44,Oregon,3939233,11.441212121212132,78.39551515151517,1.730787878787877,1.0002424242424257,3.5949090909090877,0.3453333333333332,54271.90181818182,1948453M_1990780F,1948453,1990780.0
45,Pennsylvania,12779559,6.128013741411624,77.38385384134915,11.633947532791993,0.11926920674578385,2.797751405371649,0.01939412866958152,56170.46451005025,6245344M_6534215F,6245344,6534215.0
46,Puerto Rico,3583073,98.89357384441936,0.7736189402480265,0.0925591882750846,0.0028184892897406984,0.07519729425028186,0.0012401352874859078,20720.538285714287,1713860M_1869213F,1713860,1869213.0
47,Rhode Island,1053661,13.356666666666676,74.32541666666665,5.68291666666667,0.3462500000000001,3.2474999999999983,0.03583333333333333,59125.27083333334,510388M_543273F,510388,543273.0
49,South Carolina,4777576,5.056684981684991,62.888736263736185,28.75091575091577,0.2923992673992673,1.249175824175822,0.04697802197802197,46296.80776340111,2322409M_2455167F,2322409,2455167.0
50,South Dakota,843190,3.2396396396396376,82.50090090090093,1.4238738738738752,9.417567567567566,1.0193693693693688,0.04189189189189189,51805.40540540541,423477M_419713F,423477,419713.0
51,Tennessee,6499615,4.720026972353339,73.49008766014822,18.283816587997297,0.2266351989211059,1.4072825354012126,0.04315576534052599,47328.08361658736,3167756M_3331859F,3167756,3331859.0
52,Texas,26538614,38.04673809068304,44.68790893437915,11.650047828582359,0.2611440596900713,3.6696958102161834,0.06881576430074614,55874.522600500095,13171316M_13367298F,13171316,13367298.0
53,Utah,2903379,13.468376068376065,79.40683760683764,1.0179487179487194,1.0813675213675222,2.196068376068376,0.8259829059829059,63488.91780821918,1459229M_1444150F,1459229,1444150.0
55,Vermont,626604,1.6092896174863391,93.98306010928958,0.9808743169398908,0.301639344262295,1.23879781420765,0.030601092896174863,55602.967213114745,308573M_318031F,308573,318031.0
56,Virginia,8256630,8.0110164981373,63.27104843001594,20.175997871208068,0.21245343267695585,5.455242150079846,0.06471527408195847,72866.01341201717,4060948M_4195682F,4060948,4195682.0
57,Washington,6985464,11.140968858131506,72.03840830449816,3.384429065743947,1.4107266435986163,7.022006920415224,0.6098961937716271,64493.76768377254,3487725M_3497739F,3487725,3497739.0
58,West Virginia,1851420,1.2909090909090892,92.17623966942145,3.662809917355372,0.15268595041322314,0.6824380165289253,0.02644628099173554,41437.11157024794,913631M_937789F,913631,937789.0
59,Wisconsin,5742117,6.683333333333334,79.86400862068966,8.195186781609202,0.9536637931034484,2.404238505747124,0.02083333333333333,53898.889208633096,2851385M_2890732F,2851385,2890732.0
